field_code,account_number,sign_condition,description
7400,3147,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3147,NONE,Momsfria intäkter
7400,3148,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3148,NONE,Momsfria intäkter
7400,3149,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3149,NONE,Momsfria intäkter
7400,3150,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3150,NONE,Momsfria intäkter
7400,3151,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3151,NONE,Momsfria intäkter
7400,3152,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3152,NONE,Momsfria intäkter
7400,3153,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3153,NONE,Momsfria intäkter
7400,3154,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3154,NONE,Momsfria intäkter
7400,3155,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3155,NONE,Momsfria intäkter
7400,3156,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3156,NONE,Momsfria intäkter
7400,3157,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3157,NONE,Momsfria intäkter
7400,3158,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3158,NONE,Momsfria intäkter
7400,3159,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3159,NONE,Momsfria intäkter
7400,3160,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3160,NONE,Momsfria intäkter
7400,3161,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3161,NONE,Momsfria intäkter
7400,3162,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3162,NONE,Momsfria intäkter
7400,3163,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3163,NONE,Momsfria intäkter
7400,3164,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3164,NONE,Momsfria intäkter
7400,3165,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3165,NONE,Momsfria intäkter
7400,3166,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3166,NONE,Momsfria intäkter
7400,3167,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3167,NONE,Momsfria intäkter
7400,3168,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3168,NONE,Momsfria intäkter
7400,3169,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3169,NONE,Momsfria intäkter
7400,3170,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3170,NONE,Momsfria intäkter
7400,3171,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3171,NONE,Momsfria intäkter
7400,3172,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3172,NONE,Momsfria intäkter
7400,3173,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3173,NONE,Momsfria intäkter
7400,3174,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3174,NONE,Momsfria intäkter
7400,3175,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3175,NONE,Momsfria intäkter
7400,3176,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3176,NONE,Momsfria intäkter
7400,3177,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3177,NONE,Momsfria intäkter
7400,3178,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3178,NONE,Momsfria intäkter
7400,3179,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3179,NONE,Momsfria intäkter
7400,3180,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3180,NONE,Momsfria intäkter
7400,3181,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3181,NONE,Momsfria intäkter
7400,3182,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3182,NONE,Momsfria intäkter
7400,3183,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3183,NONE,Momsfria intäkter
7400,3184,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3184,NONE,Momsfria intäkter
7400,3185,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3185,NONE,Momsfria intäkter
7400,3186,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3186,NONE,Momsfria intäkter
7400,3187,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3187,NONE,Momsfria intäkter
7400,3188,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3188,NONE,Momsfria intäkter
7400,3189,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3189,NONE,Momsfria intäkter
7400,3190,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3190,NONE,Momsfria intäkter
7400,3191,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3191,NONE,Momsfria intäkter
7400,3192,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3192,NONE,Momsfria intäkter
7400,3193,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3193,NONE,Momsfria intäkter
7400,3194,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3194,NONE,Momsfria intäkter
7400,3195,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3195,NONE,Momsfria intäkter
7400,3196,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3196,NONE,Momsfria intäkter
7400,3197,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3197,NONE,Momsfria intäkter
7400,3198,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3198,NONE,Momsfria intäkter
7400,3199,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3199,NONE,Momsfria intäkter
7400,3200,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3200,NONE,Momsfria intäkter
7400,3201,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3201,NONE,Momsfria intäkter
7400,3202,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3202,NONE,Momsfria intäkter
7400,3203,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3203,NONE,Momsfria intäkter
7400,3204,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3204,NONE,Momsfria intäkter
7400,3205,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3205,NONE,Momsfria intäkter
7400,3206,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3206,NONE,Momsfria intäkter
7400,3207,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3207,NONE,Momsfria intäkter
7400,3208,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3208,NONE,Momsfria intäkter
7400,3209,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3209,NONE,Momsfria intäkter
7400,3210,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3210,NONE,Momsfria intäkter
7400,3211,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3211,NONE,Momsfria intäkter
7400,3212,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3212,NONE,Momsfria intäkter
7400,3213,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3213,NONE,Momsfria intäkter
7400,3214,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3214,NONE,Momsfria intäkter
7400,3215,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3215,NONE,Momsfria intäkter
7400,3216,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3216,NONE,Momsfria intäkter
7400,3217,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3217,NONE,Momsfria intäkter
7400,3218,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3218,NONE,Momsfria intäkter
7400,3219,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3219,NONE,Momsfria intäkter
7400,3220,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3220,NONE,Momsfria intäkter
7400,3221,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3221,NONE,Momsfria intäkter
7400,3222,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3222,NONE,Momsfria intäkter
7400,3223,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3223,NONE,Momsfria intäkter
7400,3224,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3224,NONE,Momsfria intäkter
7400,3225,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3225,NONE,Momsfria intäkter
7400,3226,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3226,NONE,Momsfria intäkter
7400,3227,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3227,NONE,Momsfria intäkter
7400,3228,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3228,NONE,Momsfria intäkter
7400,3229,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3229,NONE,Momsfria intäkter
7400,3230,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3230,NONE,Momsfria intäkter
7400,3231,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3231,NONE,Momsfria intäkter
7400,3232,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3232,NONE,Momsfria intäkter
7400,3233,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3233,NONE,Momsfria intäkter
7400,3234,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3234,NONE,Momsfria intäkter
7400,3235,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3235,NONE,Momsfria intäkter
7400,3236,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3236,NONE,Momsfria intäkter
7400,3237,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3237,NONE,Momsfria intäkter
7400,3238,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3238,NONE,Momsfria intäkter
7400,3239,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3239,NONE,Momsfria intäkter
7400,3240,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3240,NONE,Momsfria intäkter
7400,3241,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3241,NONE,Momsfria intäkter
7400,3242,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3242,NONE,Momsfria intäkter
7400,3243,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3243,NONE,Momsfria intäkter
7400,3244,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3244,NONE,Momsfria intäkter
7400,3245,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3245,NONE,Momsfria intäkter
7400,3246,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3246,NONE,Momsfria intäkter
7400,3247,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3247,NONE,Momsfria intäkter
7400,3248,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3248,NONE,Momsfria intäkter
7400,3249,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3249,NONE,Momsfria intäkter
7400,3250,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3250,NONE,Momsfria intäkter
7400,3251,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3251,NONE,Momsfria intäkter
7400,3252,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3252,NONE,Momsfria intäkter
7400,3253,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3253,NONE,Momsfria intäkter
7400,3254,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3254,NONE,Momsfria intäkter
7400,3255,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3255,NONE,Momsfria intäkter
7400,3256,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3256,NONE,Momsfria intäkter
7400,3257,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3257,NONE,Momsfria intäkter
7400,3258,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3258,NONE,Momsfria intäkter
7400,3259,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3259,NONE,Momsfria intäkter
7400,3260,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3260,NONE,Momsfria intäkter
7400,3261,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3261,NONE,Momsfria intäkter
7400,3262,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3262,NONE,Momsfria intäkter
7400,3263,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3263,NONE,Momsfria intäkter
7400,3264,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3264,NONE,Momsfria intäkter
7400,3265,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3265,NONE,Momsfria intäkter
7400,3266,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3266,NONE,Momsfria intäkter
7400,3267,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3267,NONE,Momsfria intäkter
7400,3268,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3268,NONE,Momsfria intäkter
7400,3269,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3269,NONE,Momsfria intäkter
7400,3270,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3270,NONE,Momsfria intäkter
7400,3271,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3271,NONE,Momsfria intäkter
7400,3272,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3272,NONE,Momsfria intäkter
7400,3273,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3273,NONE,Momsfria intäkter
7400,3274,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3274,NONE,Momsfria intäkter
7400,3275,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3275,NONE,Momsfria intäkter
7400,3276,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3276,NONE,Momsfria intäkter
7400,3277,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3277,NONE,Momsfria intäkter
7400,3278,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3278,NONE,Momsfria intäkter
7400,3279,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3279,NONE,Momsfria intäkter
7400,3280,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3280,NONE,Momsfria intäkter
7400,3281,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3281,NONE,Momsfria intäkter
7400,3282,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3282,NONE,Momsfria intäkter
7400,3283,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3283,NONE,Momsfria intäkter
7400,3284,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3284,NONE,Momsfria intäkter
7400,3285,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3285,NONE,Momsfria intäkter
7400,3286,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3286,NONE,Momsfria intäkter
7400,3287,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3287,NONE,Momsfria intäkter
7400,3288,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3288,NONE,Momsfria intäkter
7400,3289,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3289,NONE,Momsfria intäkter
7400,3290,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3290,NONE,Momsfria intäkter
7400,3291,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3291,NONE,Momsfria intäkter
7400,3292,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3292,NONE,Momsfria intäkter
7400,3293,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3293,NONE,Momsfria intäkter
7400,3294,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3294,NONE,Momsfria intäkter
7400,3295,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3295,NONE,Momsfria intäkter
7400,3296,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3296,NONE,Momsfria intäkter
7400,3297,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3297,NONE,Momsfria intäkter
7400,3298,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3298,NONE,Momsfria intäkter
7400,3299,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3299,NONE,Momsfria intäkter
7400,3300,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3300,NONE,Momsfria intäkter
7400,3301,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3301,NONE,Momsfria intäkter
7400,3302,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3302,NONE,Momsfria intäkter
7400,3303,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3303,NONE,Momsfria intäkter
7400,3304,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3304,NONE,Momsfria intäkter
7400,3305,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3305,NONE,Momsfria intäkter
7400,3306,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3306,NONE,Momsfria intäkter
7400,3307,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3307,NONE,Momsfria intäkter
7400,3308,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3308,NONE,Momsfria intäkter
7400,3309,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3309,NONE,Momsfria intäkter
7400,3310,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3310,NONE,Momsfria intäkter
7400,3311,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3311,NONE,Momsfria intäkter
7400,3312,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3312,NONE,Momsfria intäkter
7400,3313,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3313,NONE,Momsfria intäkter
7400,3314,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3314,NONE,Momsfria intäkter
7400,3315,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3315,NONE,Momsfria intäkter
7400,3316,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3316,NONE,Momsfria intäkter
7400,3317,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3317,NONE,Momsfria intäkter
7400,3318,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3318,NONE,Momsfria intäkter
7400,3319,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3319,NONE,Momsfria intäkter
7400,3320,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3320,NONE,Momsfria intäkter
7400,3321,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3321,NONE,Momsfria intäkter
7400,3322,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3322,NONE,Momsfria intäkter
7400,3323,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3323,NONE,Momsfria intäkter
7400,3324,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3324,NONE,Momsfria intäkter
7400,3325,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3325,NONE,Momsfria intäkter
7400,3326,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3326,NONE,Momsfria intäkter
7400,3327,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3327,NONE,Momsfria intäkter
7400,3328,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3328,NONE,Momsfria intäkter
7400,3329,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3329,NONE,Momsfria intäkter
7400,3330,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3330,NONE,Momsfria intäkter
7400,3331,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3331,NONE,Momsfria intäkter
7400,3332,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3332,NONE,Momsfria intäkter
7400,3333,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3333,NONE,Momsfria intäkter
7400,3334,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3334,NONE,Momsfria intäkter
7400,3335,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3335,NONE,Momsfria intäkter
7400,3336,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3336,NONE,Momsfria intäkter
7400,3337,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3337,NONE,Momsfria intäkter
7400,3338,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3338,NONE,Momsfria intäkter
7400,3339,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3339,NONE,Momsfria intäkter
7400,3340,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3340,NONE,Momsfria intäkter
7400,3341,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3341,NONE,Momsfria intäkter
7400,3342,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3342,NONE,Momsfria intäkter
7400,3343,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3343,NONE,Momsfria intäkter
7400,3344,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3344,NONE,Momsfria intäkter
7400,3345,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3345,NONE,Momsfria intäkter
7400,3346,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3346,NONE,Momsfria intäkter
7400,3347,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3347,NONE,Momsfria intäkter
7400,3348,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3348,NONE,Momsfria intäkter
7400,3349,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3349,NONE,Momsfria intäkter
7400,3350,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3350,NONE,Momsfria intäkter
7400,3351,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3351,NONE,Momsfria intäkter
7400,3352,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3352,NONE,Momsfria intäkter
7400,3353,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3353,NONE,Momsfria intäkter
7400,3354,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3354,NONE,Momsfria intäkter
7400,3355,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3355,NONE,Momsfria intäkter
7400,3356,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3356,NONE,Momsfria intäkter
7400,3357,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3357,NONE,Momsfria intäkter
7400,3358,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3358,NONE,Momsfria intäkter
7400,3359,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3359,NONE,Momsfria intäkter
7400,3360,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3360,NONE,Momsfria intäkter
7400,3361,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3361,NONE,Momsfria intäkter
7400,3362,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3362,NONE,Momsfria intäkter
7400,3363,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3363,NONE,Momsfria intäkter
7400,3364,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3364,NONE,Momsfria intäkter
7400,3365,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3365,NONE,Momsfria intäkter
7400,3366,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3366,NONE,Momsfria intäkter
7400,3367,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3367,NONE,Momsfria intäkter
7400,3368,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3368,NONE,Momsfria intäkter
7400,3369,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3369,NONE,Momsfria intäkter
7400,3370,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3370,NONE,Momsfria intäkter
7400,3371,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3371,NONE,Momsfria intäkter
7400,3372,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3372,NONE,Momsfria intäkter
7400,3373,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3373,NONE,Momsfria intäkter
7400,3374,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3374,NONE,Momsfria intäkter
7400,3375,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3375,NONE,Momsfria intäkter
7400,3376,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3376,NONE,Momsfria intäkter
7400,3377,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3377,NONE,Momsfria intäkter
7400,3378,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3378,NONE,Momsfria intäkter
7400,3379,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3379,NONE,Momsfria intäkter
7400,3380,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3380,NONE,Momsfria intäkter
7400,3381,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3381,NONE,Momsfria intäkter
7400,3382,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3382,NONE,Momsfria intäkter
7400,3383,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3383,NONE,Momsfria intäkter
7400,3384,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3384,NONE,Momsfria intäkter
7400,3385,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3385,NONE,Momsfria intäkter
7400,3386,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3386,NONE,Momsfria intäkter
7400,3387,NONE,Försäljning och utfört arbete samt övriga momspliktiga intäkter
7401,3387,NONE,Momsfria intäkter
